Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
348876110,-1607,0957,-0739,0049,0031,0039,090.3566,021.3672,030.9859
348881959,-1584,0953,-0696,0047,0036,0033,090.7735,021.6055,030.7477
348887793,-1585,0948,-0731,0042,0034,0034,089.3213,020.5281,031.0752
348893630,-1627,0933,-0704,0036,0033,0023,090.8743,021.7655,030.8600
348899469,-1608,0931,-0700,0030,0027,0015,090.0804,020.4041,029.6825
348905260,-1600,0914,-0721,0028,0022,0013,090.1114,020.6815,030.1244
348911093,-1584,0949,-0716,0026,0017,0002,091.3266,021.4638,029.6821
348916900,-1614,0939,-0725,0033,0010,0001,090.0356,021.1596,031.0883
348922636,-1605,0945,-0727,0032,0003,-0006,090.7876,021.2273,030.0566
348928345,-1594,0965,-0725,0030,-0007,-0009,090.5800,021.3318,030.5411
348934045,-1627,0942,-0695,0030,-0010,-0010,090.0058,021.2449,031.2726
348939807,-1594,0973,-0732,0028,-0014,-0010,089.6271,020.1529,029.9000
348945621,-1618,0981,-0708,0026,-0015,-0011,090.1861,021.6208,031.6631
348951475,-1625,0995,-0733,0028,-0016,-0007,089.0479,020.3446,031.1555
348957211,-1633,0998,-0723,0027,-0012,-0003,089.7234,021.1253,031.5138
348963038,-1652,1002,-0745,0028,-0007,-0001,089.2252,020.6335,031.4131
348968761,-1643,0983,-0729,0026,-0001,0005,089.9185,021.1298,031.2166
348974506,-1664,0997,-0724,0024,0005,0009,089.7850,020.8105,030.8532
348980226,-1650,1004,-0715,0023,0014,0014,089.2976,020.4345,030.9371
348986066,-1648,0995,-0726,0027,0016,0019,088.8708,020.3007,031.3740
348991883,-1649,0973,-0721,0032,0022,0021,089.5323,020.7157,031.0932
348997752,-1624,0986,-0712,0032,0023,0025,089.8350,020.6298,030.4708
349003580,-1610,0977,-0697,0032,0028,0028,089.1401,020.5387,031.3928
349009389,-1628,0945,-0715,0031,0024,0027,088.9435,020.2810,031.2353
349015212,-1602,0955,-0719,0028,0027,0021,090.4759,020.8839,029.9703
349021071,-1591,0934,-0714,0029,0027,0021,090.1060,021.1248,030.9530
349026924,-1591,0939,-0724,0027,0025,0015,090.5513,021.1676,030.3479
349032740,-1591,0939,-0719,0026,0025,0014,090.7099,021.4387,030.5788
349038540,-1610,0946,-0704,0031,0024,0013,090.5138,021.2502,030.5458
349044374,-1614,0959,-0715,0034,0019,0006,089.8077,020.5709,030.4180
349050147,-1631,0972,-0739,0034,0014,0004,089.9636,020.8957,030.7599
349055919,-1631,0975,-0744,0035,0007,0002,090.4270,021.3190,030.7919
349061602,-1630,0982,-0742,0028,0004,0005,090.4495,021.3888,030.8760
349067306,-1632,0988,-0728,0019,0001,0001,090.2018,021.2883,031.0850
349073018,-1633,0979,-0710,0020,-0005,-0001,089.6142,020.8351,031.1969
349078690,-1637,0990,-0737,0017,-0005,-0002,089.2992,020.4018,030.9094
349084428,-1626,0966,-0737,0017,-0003,-0001,089.9851,021.1461,031.1907
349090166,-1632,0960,-0739,0024,-0003,0001,090.5133,021.3042,030.6483
349095870,-1627,0958,-0758,0022,0004,0003,090.6685,021.3209,030.4399
349101595,-1644,0964,-0752,0025,0009,0002,091.3412,021.9458,030.4926
349107301,-1638,0960,-0717,0025,0017,0007,090.9028,021.4923,030.3734
349113070,-1634,0967,-0740,0021,0024,0008,089.8574,020.5889,030.3738
349118835,-1622,0953,-0699,0021,0028,0009,090.6155,021.3960,030.6514
349124637,-1620,0969,-0682,0018,0031,0008,089.4382,020.2406,030.4057
349130448,-1603,0965,-0733,0016,0033,0011,088.5783,019.8106,030.9642
349136320,-1604,0957,-0734,0011,0026,0012,090.6930,021.6849,031.0668
349142155,-1594,0951,-0702,0010,0020,0012,090.5769,021.4181,030.7857
349147917,-1580,0949,-0715,0012,0009,0008,089.6479,020.6298,030.8251
349153642,-1587,0948,-0735,0011,0003,0004,090.2650,021.2620,031.0070
349159369,-1607,0942,-0711,0018,-0003,-0001,090.9132,021.7323,030.8268
349165089,-1581,0950,-0726,0018,-0003,0000,090.1563,020.7824,030.3183
349170653,-1583,0961,-0690,0024,-0006,-0003,090.5501,021.5454,031.0577
349176345,-1592,0958,-0710,0021,-0007,-0004,089.0182,020.3273,031.2724
349182070,-1581,0976,-0704,0022,-0007,-0008,089.9539,020.9829,030.9987
349187792,-1609,0985,-0717,0023,-0008,-0005,089.1707,020.7168,031.7668
349193489,-1605,0986,-0714,0023,-0005,-0008,089.4981,020.8166,031.4282
349199188,-1625,1001,-0703,0029,-0009,-0003,089.3285,020.7465,031.5737
349204870,-1637,0983,-0731,0030,-0010,-0006,088.6150,020.1560,031.6306
349210577,-1637,1003,-0732,0028,-0013,0000,090.0853,021.0333,030.9024
349216285,-1663,0980,-0732,0024,-0014,0001,089.4556,020.8450,031.5563
349222052,-1655,0989,-0731,0017,-0011,0005,090.0887,020.7510,030.3970
349227823,-1653,0970,-0713,0015,-0012,0008,089.7581,020.7567,030.9155
349233559,-1649,0956,-0739,0018,-0008,0012,089.6632,020.3588,030.3464
349239353,-1634,0946,-0763,0014,-0004,0014,090.9487,021.2989,030.0706
349245137,-1646,0962,-0745,0015,0003,0015,091.8594,022.1000,030.0702
349250851,-1620,0972,-0749,0024,0002,0015,090.7159,021.2581,030.3306
349256607,-1626,0978,-0744,0028,0008,0016,090.7172,021.6784,031.0534
